name,OverallRating,age,hits,PotentialGrowth,Potential-Overall
Juan David Cabal,61,19,3,79,18
Lucas Chevalier,61,18,15,84,23
Jayson Papeau,61,24,0,68,7
Bobby Duncan,61,19,4,81,20
Murat Saglam,61,22,1,70,9
Ateef Konaté,61,19,1,79,18
Ignace Van der Brempt,61,18,6,80,19
Tom Krauß,61,19,3,75,14
Jan-Luca Rumpf,61,21,1,73,12
Blaz Kramer,61,24,0,70,9
Bridge Ndilu,61,20,2,77,16
Tom Grivosti,61,21,0,78,17
Angelo Stiller,61,19,2,79,18
Nils Blumberg,61,23,1,70,9
Kostadin Velkov,61,31,0,61,0
Tom Duponchelle,61,24,2,66,5
Leo Greiml,61,19,0,79,18
Naoufal Bannis,61,18,3,79,18
Ilia Gruev,61,20,2,78,17
Pavel Maslov,61,20,1,77,16
Konstantin Maradishvili,61,20,2,74,13
César Haydar,61,19,3,81,20
Claudiu Petrila,61,19,0,78,17
Kim Tae Hwan,61,20,0,78,17
Dani García,61,21,2,73,12
Evelio Cardozo,61,19,5,81,20
Mateusz Bogusz,61,18,1,78,17
Lukáš Hroššo,61,33,2,61,0
Ivar Sollie Rønning,61,27,1,62,1
Enzo Jeremías Fernandez,61,19,0,81,20
Ryan Astley,61,18,4,82,21
Philimon Tawiah,61,21,1,71,10
Gianluca Gaetano,61,20,3,78,17
Elvis Kamsoba,61,24,2,67,6
Charlie Kelman,61,18,0,78,17
César Huerta,61,19,1,68,7
Kaine Sheppard,61,26,0,62,1
Jeisson Quiñones,61,22,1,71,10
Mateusz Mlynski,61,19,2,76,15
Saif Al Qeshtah,61,27,0,63,2
Bastián Yáñez,61,19,0,71,10
Jonathan Suárez,61,23,2,69,8
Benjamin Kindsvater,61,27,4,61,0
Dennis Dressel,61,21,1,75,14
Williams Alarcón,61,19,0,73,12
Reece Hutchinson,61,20,1,78,17
Jonathan Meier,61,20,4,75,14
Anthony Gordon,61,19,6,82,21
George Tanner,61,20,4,74,13
Sam Vines,61,21,0,77,16
Aaron Herzog,61,22,1,72,11
George Bello,61,18,3,77,16
Vincenzo Millico,61,19,4,79,18
Bilal Njie,61,22,2,70,9
Olaus Jair Skarsem,61,22,1,75,14
Simon Amin,61,22,1,67,6
Budimir Janoševic,61,30,1,62,1
Jacob Italiano,61,18,5,82,21
Luis Díaz,61,25,1,66,5
Antoine Semenyo,61,20,5,76,15
Takuya Yasui,61,21,1,69,8
Marc Guehi,61,20,4,80,19
Keanan Bennetts,61,21,4,74,13
Juan Ignacio Díaz,61,22,0,74,13
Caoimhin Kelleher,61,21,2,75,14
George Johnston,61,21,1,74,13
Ali Koiki,61,20,1,73,12
Sumayhan Al Nabit,61,24,4,67,6
Atalay Babacan,61,20,4,77,16
Victor Ekani,61,23,1,69,8
Jonathan Klinsmann,61,23,2,71,10
Kyle Taylor,61,20,3,74,13
Matías Fracchia,61,24,1,68,7
Filip Piszczek,61,25,2,66,5
Mohammed Al Baqawi,61,25,0,68,7
Ross Laidlaw,61,28,0,65,4
Gennaro Ruggiero,61,20,1,71,10
Yohei Nishibe,61,39,0,61,0
Georges Bokwé,61,31,1,62,1
Ludvig Fritzson,61,24,1,67,6
Agustín Cardozo,61,23,0,74,13
Dan N'Lundulu,61,21,4,72,11
Alfredo Bifulco,61,23,3,69,8
Tang Shi,61,25,1,64,3
George Cox,61,22,3,70,9
Im Dong Hyuk,61,27,0,66,5
Serigne Mor Mbaye,61,24,1,69,8
Daiki Niwa,61,34,1,61,0
Ryotaro Hironaga,61,30,0,62,1
Takuya Masuda,61,31,0,62,1
Naoki Ishikawa,61,34,0,61,0
Ryota Aoki,61,24,1,66,5
Thomas Glover,61,22,2,73,12
George Miller,61,21,2,68,7
Alexis Alégué,61,23,1,64,3
Clayton Lewis,61,23,8,69,8
Dániel Gyollai,61,23,1,71,10
Adetayo Edun,61,22,3,75,14
Cian Harries,61,23,0,72,11
Omar Mohammed Muzayil,61,28,1,62,1
Brendan Moore,61,28,1,63,2
Earl Edwards Jr.,61,28,0,64,3
Kamil Mazek,61,26,2,62,1
Sui Weijie,61,37,0,61,0
Ben Warland,61,23,0,64,3
Wang Jianan,61,27,4,62,1
Tennai Watson,61,23,2,70,9
Eirik Haugan,61,22,0,65,4
Baek Dong Gyu,61,29,0,63,2
Cameron Norman,61,24,1,65,4
Marian Sarr,61,25,3,65,4
Nathan Pond,61,35,1,61,0
Mohammed Al Qarni,61,30,2,61,0
Jay Lynch,61,27,1,65,4
Jamie Sendles-White,61,26,1,66,5
Iván Rodríguez,61,27,1,66,5
Marc Rochester Sørensen,61,27,1,61,0
Christian Bickel,61,29,2,61,0
Tom Nichols,61,26,0,61,0
Paolo Jiménez,61,36,0,61,0
David Cornell,61,29,2,62,1
Tope Obadeyi,61,30,1,61,0
Horacio Ramírez,61,36,2,61,0
Joey O'Brien,61,34,2,61,0
Mattias Moström,61,37,1,61,0
Dannie Bulman,61,41,0,61,0
Diogo Pinto,60,21,0,73,13
Jesús Amarilla,60,18,0,73,13
Brian Leizza,60,20,0,71,11
Facundo Giacopuzzi,60,19,0,72,12
Mathías Pintos,60,20,0,69,9
Tommy Mina,60,20,0,70,10
Harold González,60,26,0,63,3
Diego Nava,60,20,0,74,14
Lazar Samardzic,60,18,4,77,17
Javi López,60,18,0,74,14
José Rivas,60,21,0,70,10
Leonardo Olivera,60,33,0,60,0
Alkain,60,23,0,72,12
Pablo Pérez,60,19,0,73,13
Miguel Berry,60,22,0,68,8
Álvaro Preciado,60,22,0,66,6
Jean Carlos Montaño,60,21,1,68,8
Sergio Quintero,60,21,0,69,9
Emilio Saba,60,19,0,71,11
Ricard Pujol,60,22,0,71,11
Sebastián Ramírez,60,19,0,75,15
Luis Poblete,60,23,0,68,8
Santiago Montiel,60,19,1,72,12
Estalin Segura,60,20,0,68,8
Kevin Raphael Díaz,60,18,0,72,12
Gastón Martirena,60,20,0,67,7
Mirambel,60,22,1,68,8
Corral,60,22,0,70,10
Antony Trujillo,60,21,0,67,7
Ranko Veselinovic,60,21,0,68,8
Jesús Sagredo,60,26,0,65,5
Hugo Ángeles,60,26,0,62,2
Elicer Mina,60,29,0,60,0
Daniel Maldini,60,18,18,80,20
Meléndez,60,21,1,72,12
Kristers Tobers,60,19,2,72,12
Lazaros Rota,60,22,0,69,9
Youssuf Ndayishimiye,60,21,1,70,10
Dante Campisi,60,23,0,65,5
Barbero,60,21,0,71,11
Nacho Díaz,60,20,1,73,13
Henry Wise,60,20,1,70,10
Joaquín Sosa,60,18,0,75,15
Brandon Pierrick,60,18,4,82,22
Elia Caprile,60,18,0,78,18
Muhammet Özkal,60,20,2,68,8
Ignacio González,60,36,0,60,0
Tomáš Suslov,60,18,1,81,21
Stéphane Zobo,60,19,1,71,11
Azzedine Ounahi,60,20,0,73,13
Jorge Paredes,60,35,0,60,0
José Araque,60,31,0,60,0
Tadej Vidmajer,60,28,1,60,0
Richard Leyton,60,33,1,60,0
Bubacar Djaló,60,23,0,69,9
Miro Tenho,60,25,1,66,6
Joaquín Abdala,60,20,1,71,11
Wildo Alonso,60,29,1,60,0
Franco Aragón,60,26,1,63,3
Bartol Franjic,60,20,0,75,15
Indiana Vassilev,60,19,0,77,17
Segundo Portocarrero,60,23,0,66,6
José Andrés Martínez,60,25,0,67,7
Juan Argüello,60,28,0,60,0
Edgardo Orzuza,60,30,2,60,0
Marcel Guaramato,60,26,0,61,1
José Neris,60,20,0,72,12
Facundo Ospitaleche,60,24,0,66,6
Musa Juwara,60,18,3,79,19
Luke Thomas,60,19,1,79,19
Osmar Fernández,60,20,0,64,4
Alan Mercado,60,27,2,62,2
Rubén Escobar,60,30,0,60,0
Ronal de Jesús,60,34,0,60,0
Jean Paul García,60,18,0,77,17
Azón,60,20,0,76,16
Bryan Sánchez,60,27,0,60,0
Michel Rasmussen,60,21,0,66,6
Carlos Marín,60,23,1,68,8
Ramón Juárez,60,19,3,82,22
Pietro Rovaglia,60,19,1,74,14
Felipe Mejía,60,25,0,65,5
Héctor Pérez,60,29,0,63,3
Éder Hermoza,60,30,0,61,1
Pedro Galindo,60,25,0,64,4
Rolando Sánchez,60,23,0,67,7
Walter Rioja,60,25,0,61,1
Darlin Yongwa,60,19,0,74,14
Maxim Eleev,60,19,1,73,13
Anthony Landázuri,60,23,2,63,3
Manuel Ugarte,60,19,0,69,9
Zarco,60,22,1,69,9
Gonzalo Crettaz,60,20,2,72,12
Enrico Canino,60,22,0,67,7
Leandro Fernandes,60,20,4,72,12
Issa Soumaré,60,19,0,79,19
Issa Kabore,60,19,5,78,18
Mory Konaté,60,26,2,64,4
Sebastiano Rosa,60,18,1,78,18
Thomas Chacon,60,19,2,74,14
Aldair Peña,60,19,0,68,8
Gabriele Zappa,60,20,1,75,15
César Moreno,60,19,1,78,18
Taylor Harwood-Bellis,60,18,6,83,23
Vladyslav Kucheruk,60,21,0,72,12
Alessio Tribuzzi,60,21,1,69,9
Masaki Yamamoto,60,32,0,60,0
Richmond Tachie,60,21,2,71,11
Dominik Bilogrevic,60,21,2,69,9
Lewis Smith,60,20,1,78,18
Münir Mercan,60,19,2,80,20
Suad Sahiti,60,25,0,63,3
Lucas Díaz,60,24,0,70,10
Haret Ortega,60,20,6,75,15
Carlos Kevin,60,19,1,77,17
Sorin ?erban,60,20,0,77,17
Yasser Larouci,60,19,4,79,19
Oliver Bias,60,19,4,70,10
Niklas Kölle,60,20,2,73,13
Ridvan Yilmaz,60,19,2,76,16
Yerko González,60,18,0,76,16
Carlo Crialese,60,27,0,61,1
José Marrufo,60,24,0,65,5
?tefan Baiaram,60,17,0,79,19
Abu Francis,60,19,0,76,16
Adit Ginti,60,26,3,62,2
Remil Nadkarni,60,34,1,60,0
Bismeet Sidhu,60,32,2,60,0
Attana Deshpande,60,39,0,60,0
Darell Tokpa,60,19,0,66,6
Aidan Fitzpatrick,60,19,1,76,16
Patrick,60,21,1,74,14
Muhannad Al Najai,60,26,2,63,3
David Boateng,60,19,2,77,17
Brennan Johnson,60,19,5,81,21
Filip Bainovic,60,24,1,67,7
Nicolai Vallys,60,23,1,66,6
Kwame Poku,60,18,4,76,16
Guima,60,24,1,64,4
Marcel Zylla,60,20,2,75,15
Timothé Nkada,60,21,1,75,15
Mete Çelik,60,23,3,65,5
Yesid Diaz,60,23,0,71,11
Sebastian Soto,60,20,2,76,16
Igor Levchenko,60,29,0,62,2
Alexi Pitu,60,18,0,82,22
Andrei Tru?escu,60,21,0,74,14
Juan Manuel Cuesta,60,18,3,82,22
Anthony Glennon,60,20,2,71,11
Kamal Miller,60,23,0,70,10
Archie Boroughbridge,60,35,2,60,0
Paul Glatzel,60,19,4,80,20
Folarin Balogun,60,19,32,81,21
Eisuke Fujishima,60,28,1,63,3
Aleksander Buksa,60,17,1,77,17
Musah Nuhu,60,23,1,70,10
Con Ouzounidis,60,20,4,73,13
Boris Moltenis,60,21,3,75,15
Hamad Al Mansoury,60,24,0,67,7
Arjen van der Heide,60,18,1,79,19
Agustín Obando,60,20,2,78,18
Ikuma Sekigawa,60,19,1,75,15
Emiliano González,60,24,0,69,9
Katsuya Iwatake,60,24,1,65,5
Diego Abella,60,21,2,70,10
Nsima Peter,60,31,1,60,0
Facundo Almada,60,22,0,73,13
Vinni Triboulet,60,21,0,76,16
Jo Jin Woo,60,20,2,74,14
Alfie Bates,60,19,3,76,16
Clinton Mola,60,19,0,78,18
Juan Peñaloza,60,20,0,78,18
Luke Matheson,60,17,5,83,23
Jamie Bowden,60,19,3,80,20
Harvey White,60,18,5,78,18
Grzegorz Szymusik,60,22,1,70,10
Nelson Balongo,60,21,1,71,11
Iván Martínez,60,18,4,81,21
Slimen Kchouk,60,26,1,64,4
José Alfonso Alvarado,60,20,1,77,17
Abdulrahman Al Yami,60,23,1,71,11
Antonio López,60,23,1,69,9
Osman Atilgan,60,20,1,76,16
Jozo Stanic,60,21,2,73,13
Adrian Klimczak,60,23,0,64,4
Ben Stephens,60,22,1,67,7
Batista Mendy,60,20,1,74,14
Victor Glaentzlin,60,22,1,71,11
Necirwan Khalil Mohammad,60,28,1,61,1
Henri Pernía,60,29,0,61,1
Eric Weeger,60,23,2,67,7
Bartlomiej Zynel,60,22,1,72,12
Dominik Wanner,60,21,1,73,13
Adam Lewis,60,20,5,77,17
Anderson Angulo,60,24,0,71,11
Andre de Jong,60,23,3,67,7
Sebastián Palma,60,21,2,77,17
Efrain Alvarez,60,18,5,81,21
Alexis Trouillet,60,19,4,74,14
Dan Kelly,60,24,0,68,8
Yuki Kagawa,60,28,0,61,1
Tariq Lamptey,60,19,4,78,18
Raúl Sandoval,60,20,3,74,14
Khanya Leshabela,60,20,3,76,16
Ayo Akinola,60,20,7,74,14
Kenshin Yoshimaru,60,24,1,66,6
Fraser Murray,60,21,0,75,15
Sonny Laiton,60,20,9,77,17
Mario Prezioso,60,24,2,67,7
Roberto Meraz,60,20,2,70,10
Abdussamed Karnuçu,60,20,2,77,17
Gustav Marcussen,60,22,0,74,14
Marlon Fossey,60,21,5,74,14
Nicklas Røjkjær,60,22,0,72,12
Nya Kirby,60,20,3,78,18
Christoph Haas,60,28,0,63,3
Nicke Kabamba,60,27,1,61,1
Davide Itter,60,21,2,72,12
Jan-Ole Sievers,60,25,0,66,6
Cristian Valencia,60,27,0,62,2
Oscar Hedvall,60,21,3,69,9
Majed Kanabah,60,27,2,63,3
Sheriff Sinyan,60,24,1,69,9
Dean Lyness,60,29,1,63,3
Fabian Benko,60,22,2,69,9
Frederik Lauenborg,60,23,1,67,7
Gavin Reilly,60,27,1,60,0
Antonio Torres,60,24,2,65,5
Yasir Subasi,60,24,0,63,3
Hatim Belal,60,26,0,64,4
Ronaldo Ariza,60,22,0,65,5
Jiang Jihong,60,30,1,60,0
Michael Kelly,60,22,0,63,3
Braulio Uraezaña,60,25,0,62,2
George Blackwood,60,23,1,63,3
Aaron Collins,60,23,2,68,8
Chérif Quenum,60,27,0,63,3
Brandur Hendriksson Olsen,60,24,0,64,4
Emircan Altintas,60,25,1,67,7
Conor O'Malley,60,25,1,64,4
Jaushua Sotirio,60,24,0,62,2
Driss Trichard,60,25,1,65,5
Marcus Barnes,60,23,4,67,7
Juan Vieyra,60,28,2,60,0
Deyan Iliev,60,25,4,66,6
Joshua Hare,60,25,1,61,1
Jermaine Anderson,60,24,1,68,8
Andreas Hirzel,60,27,0,64,4
Cole Stockton,60,26,1,62,2
Francisco Flores,60,26,1,61,1
Johnny Dunleavy,60,29,2,60,0
Ryang Yong Gi,60,38,0,60,0
Joe Martin,60,31,2,60,0
Ai Zhibo,60,37,0,60,0
Andris Vanins,60,40,0,60,0
Michael Rose,60,38,1,60,0
Joan Parra,59,20,0,71,12
Aldo López,59,20,0,72,13
Javier Hernández,59,20,0,70,11
Joey DeZart,59,22,0,71,12
Yannik Keitel,59,20,1,71,12
Sandro Notaroberto,59,22,0,69,10
Kike Carrasco,59,22,0,70,11
Andri Fannar Baldursson,59,18,2,74,15
Ifunayachi Achara,59,22,3,66,7
Jaisam Korbaj,59,20,1,67,8
Luis Estupiñán,59,21,0,68,9
Carlos Peralta,59,21,0,66,7
Joel Waterman,59,24,1,65,6
Victor Brid,59,19,0,69,10
Iván Scarpeta,59,24,0,65,6
Filip Dangubic,59,25,0,63,4
Marco Ehmann,59,19,1,75,16
Leonardo Justiniano,59,19,0,70,11
Edwin Pacheco,59,22,0,67,8
Federico Pereira,59,20,0,69,10
Molina,59,23,0,68,9
Marcos Gil,59,19,0,71,12
Maik Nawrocki,59,19,0,76,17
Simon Stehle,59,18,0,77,18
Giovanni Zwikstra,59,19,0,73,14
Wilitty Younoussa,59,18,1,72,13
Juan Roa,59,27,0,59,0
Lucas Greno,59,17,0,75,16
Giacomo Quagliata,59,20,0,73,14
Marvin,59,22,0,68,9
Josué Gómez,59,21,0,71,12
Lucas Sanabria,59,20,0,68,9
Renato Josipovic,59,19,1,77,18
Joel Mumbongo,59,21,2,68,9
Julen Lobete,59,19,1,71,12
Eugenio Pizzuto,59,18,19,79,20
Santiago Orozco,59,24,0,66,7
Sylvester Jasper,59,19,0,77,18
Gianfranco Facchineri,59,18,0,74,15
Noah Billingsley,59,22,1,65,6
José Enamorado,59,21,0,67,8
Alin ?eroni,59,33,1,59,0
Matías Draghi,59,27,0,62,3
Diaguely Dabo,59,27,1,60,1
Mees Bakker,59,19,0,74,15
Jay Stansfield,59,17,2,81,22
Lisandru Tramoni,59,17,0,74,15
Victor Torres,59,24,0,62,3
Rubén Rojas,59,28,0,59,0
Salvador Manríquez,59,20,0,74,15
Alexandru Albu,59,26,0,63,4
Denis Ventúra,59,24,0,64,5
Omar Panuco,59,19,0,75,16
Ogulcan Bekar,59,19,0,72,13
José Hernández,59,23,0,65,6
Andrés Souper,59,21,0,69,10
Jasir Asani,59,25,2,64,5
Christian Saydee,59,18,2,75,16
Maximiliano Araújo,59,20,0,75,16
Juan Miguel Ojeda,59,22,0,66,7
Aldo Quiñónez,59,29,0,59,0
Francisco Ginella,59,21,0,73,14
Darwin Matheus,59,19,3,71,12
Marcos Montiel,59,25,0,65,6
Ricky-Jade Jones,59,17,14,84,25
Lilian Egloff,59,17,1,78,19
Arne Cassaert,59,19,1,73,14
Guido Chávez,59,21,1,71,12
Aldo Cubilla,59,18,0,71,12
Jonathan Acasiete,59,31,1,59,0
Brackson León,59,25,2,62,3
Florent Poulolo,59,23,2,68,9
Chem Campbell,59,17,4,80,21
Leonel Nazareno,59,26,0,64,5
Arambarri,59,22,1,68,9
Beycker Velásquez,59,24,1,67,8
José Llovera,59,22,2,67,8
Italo Espinoza,59,24,1,63,4
Niklas Tauer,59,19,2,78,19
Josip Ivancic,59,29,1,59,0
Pascal Kpohomouh,59,18,4,72,13
Gift Links,59,21,0,74,15
Oliver Valaker Edvardsen,59,21,0,72,13
Gastón Pérez,59,20,0,67,8
Boubacar Traoré,59,18,0,75,16
Fred Mircer,59,21,0,70,11
Matthew Drubble,59,21,1,74,15
Romaric Yapi,59,20,0,76,17
Jaiber Jiménez,59,25,1,64,5
Christian Gyeboaho,59,23,0,67,8
Jarno Westerman,59,18,0,79,20
Jakub Kaminski,59,18,1,76,17
Erkan Eyibil,59,19,2,79,20
Gabriele Bellodi,59,19,5,72,13
Cory Sene,59,19,1,78,19
Jomaine Consbruch,59,18,2,78,19
Josué Sánchez,59,21,0,64,5
Nathan Zohoré,59,19,1,76,17
Ali Maadi,59,25,0,61,2
Julio Machado,59,38,1,59,0
Dinkerrai Bajwa,59,39,2,59,0
Randhir Jayaraman,59,35,0,59,0
Gunjeevan Thakkar,59,23,10,61,2
Vihaan Boral,59,31,2,60,1
Diasha Sundaram,59,31,0,59,0
Sami Matoug,59,20,2,73,14
Khaled Al Khathlan,59,25,0,64,5
Bogdan Ilie,59,20,1,69,10
Gary Magnée,59,20,1,70,11
Christian Mina,59,23,0,66,7
Makito Ito,59,27,0,61,2
Nicolai Geertsen,59,29,0,60,1
Mauro Maureira,59,19,0,68,9
Abdullah Al Humayan,59,32,0,59,0
Boris Cespedes,59,25,0,66,7
Anatoliy Trubin,59,18,3,79,20
John Popelard,59,34,0,59,0
Sergej Grubac,59,20,1,73,14
Diant Ramaj,59,18,0,76,17
Alexandre Ippolito,59,21,1,68,9
Justin Neiß,59,20,0,77,18
Valentino Yuel,59,25,0,62,3
Yoel Juárez,59,18,1,79,20
Razvan Trif,59,22,0,65,6
Davide Merola,59,20,1,75,16
Yohan Baret,59,19,0,78,19
Andrés Arroyo,59,18,1,77,18
Victor Boniface,59,19,2,73,14
Nikola Mirkovic,59,29,0,61,2
Benjamin McDriscoll,59,27,1,63,4
Kevin Cannavò,59,20,1,76,17
Ken Nkuba,59,18,1,75,16
Óskar Sverrisson,59,27,0,60,1
Richie Musaba,59,19,2,71,12
Brayan Vera,59,21,1,73,14
Rodel Richards,59,19,7,75,16
Yoan Zouma,59,22,1,72,13
Malachi Fagan-Walcott,59,18,4,82,23
J'Neil Bennett,59,18,7,80,21
Maarten Rieder,59,20,1,72,13
Fabio,59,24,0,67,8
Patrik Gunnarsson,59,19,4,73,14
Fabricio Domínguez,59,22,0,73,14
Pol Moreno,59,26,0,66,7
Matty Daly,59,19,4,77,18
Marius Hauptmann,59,20,1,74,15
Karol Szymanski,59,27,2,61,2
Kamal Bafounta,59,18,2,79,20
Alaa Bakir,59,19,7,77,18
Semi Belkahia,59,21,1,69,10
Kristian Böhnlein,59,30,1,59,0
Gavin Kilkenny,59,20,2,74,15
Matti Kamenz,59,21,1,65,6
Gavin Bazunu,59,18,11,82,23
James Clarke,59,20,2,69,10
Barry Maguire,59,22,0,72,13
Yanis Begraoui,59,19,6,81,22
Oladapo Afolayan,59,22,2,69,10
Jack Wakely,59,19,2,77,18
Magnus Lenes,59,24,1,66,7
Xavier Amaechi,59,19,2,80,21
Ben Johnson,59,20,3,75,16
Kenny Athiu,59,27,2,60,1
Kornelius Hansen,59,19,2,72,13
Brady Scott,59,21,2,71,12
Sami Kassar,59,30,0,59,0
Jack Sparkes,59,19,2,75,16
Joël Kiassumbua,59,28,0,62,3
Freddie Hinds,59,21,2,70,11
Tyler Cordner,59,21,3,71,12
Robert Herrmann,59,26,0,60,1
Dean Campbell,59,19,1,79,20
Ryan Bidounga,59,23,1,70,11
Sam Bone,59,21,1,66,7
Dan Happe,59,21,3,74,15
Gustavo Chará,59,24,0,68,9
Tom Brewitt,59,23,2,63,4
Ryan Schofield,59,20,2,76,17
Park Won Jae,59,26,0,61,2
Gökay Güney,59,21,0,76,17
Marin Šverko,59,22,1,69,10
Tyler Reid,59,22,0,64,5
Ahmed Al Shamrani,59,26,0,62,3
Sam Smith,59,22,1,70,11
Leon Bätge,59,23,0,69,10
Mateo Puerta,59,23,0,70,11
Liam Cullen,59,21,2,73,14
Jack Evans,59,22,3,72,13
Yassin Fortune,59,21,2,74,15
Lu Yao,59,27,1,61,2
Luke Dreher,59,21,2,72,13
Valentin Wojtkowiak,59,23,1,71,12
George Mells,59,23,0,63,4
Oskar Buur Rasmussen,59,22,3,69,10
Jamie Sterry,59,24,2,66,7
Jordan Maguire-Drew,59,22,2,70,11
Matty Foulds,59,22,3,70,11
Luke Armstrong,59,24,1,68,9
Li Chao,59,32,1,59,0
Nader Al Muwallad,59,28,0,61,2
Sebastián Fassi,59,27,1,64,5
Esteban Salles,59,26,2,63,4
Johan Brattberg,59,23,0,64,5
Zhang Lie,59,38,0,59,0
Ming-Yang Yang,59,25,3,63,4
Max Crocombe,59,26,1,62,3
Matthew Dolan,59,27,1,59,0
Ha Sung Min,59,33,0,59,0
Ronan Murray,59,28,1,59,0
Mihail Ivanov,59,30,0,60,1
Ahn Seong Nam,59,36,2,59,0
Fahad Al Shammari,59,39,0,59,0
David Da Costa,59,34,2,59,0
Gerardo Ruíz,59,34,1,59,0
Chris Beardsley,59,36,0,59,0
Michael Gurski,59,41,0,59,0
Sam Russell,59,37,1,59,0
Magnus Breitenmoser,58,21,0,67,9
Dino Visser,58,31,1,59,1
Andrea Papetti,58,18,2,74,16
Luca Oyen,58,17,1,77,19
Armando León,58,20,2,70,12
Alejandro Samudio,58,21,1,68,10
Wellington Ramírez,58,19,0,70,12
Agustín Oliveros,58,21,0,69,11
Rodrigo Morínigo,58,21,0,65,7
Jefferson Arce,58,20,0,71,13
Facundo Torres,58,20,0,70,12
Jony Álamo,58,18,0,76,18
Jair Cortés,58,19,0,71,13
Edison Penilla,58,24,0,63,5
Luis Rangel,58,18,0,69,11
Jesse Zamudio,58,21,1,69,11
Rey Ortiz,58,23,0,64,6
Mirel Bolboa?a,58,31,0,59,1
Carlos Alvarado,58,19,0,69,11
Milton Maciel,58,19,0,73,15
Román Martínez,58,17,0,73,15
Juan David Mosquera,58,17,0,75,17
Ezequiel Escobar,58,21,0,66,8
Álex Vázquez,58,18,0,72,14
Diego Fernández,58,17,0,72,14
Ryoya Morishita,58,23,0,65,7
Reo Hatate,58,22,0,67,9
Powell Obina Obi,58,22,0,69,11
Diogo,58,23,0,63,5
Rubén Cabral,58,19,0,72,14
Xavier Flores,58,18,0,71,13
Alfred Canales,58,20,0,75,17
Mario,58,21,1,72,14
Mario,58,22,0,65,7
Niklas Geyrhofer,58,20,0,69,11
Itsuki Someno,58,18,0,73,15
Mauricio Cabral,58,19,0,66,8
John Mayanga Nekadio,58,18,1,76,18
Fidel Ambríz,58,17,0,76,18
Elias Sierra,58,18,0,75,17
Kota Miyamoto,58,24,1,64,6
Simon Ngapandouetnbu,58,17,4,73,15
Maxi Pérez,58,25,0,65,7
Jeremy Marquez,58,20,2,73,15
Takuma Hamasaki,58,27,0,59,1
Sebastian Müller,58,19,1,77,19
Daniel Cabrera,58,22,2,63,5
Andrés Barboza,58,26,2,63,5
Nicolò Rovella,58,18,0,77,19
Thibault Tamas,58,19,1,76,18
Joffré Escobar,58,23,0,66,8
Cristofer Salas,58,20,0,68,10
Mathias Pinto,58,22,0,70,12
Federico Ortíz,58,30,0,58,0
Henry Quiñonez,58,27,0,60,2
Erick Otieno,58,23,1,65,7
Tijn Daverveld,58,20,0,72,14
Fernando Martinez,58,26,1,61,3
Juan Gauto,58,26,0,59,1
Armando Vera,58,27,0,61,3
Emanuel Hernández,58,22,0,66,8
Jerónimo Rodríguez,58,21,2,67,9
Alvin Jones,58,26,1,63,5
Elias Damergy,58,17,0,71,13
Sixto Mina,58,20,0,66,8
Luis Franco,58,20,0,62,4
Kenneth Córdova,58,20,0,65,7
Carlos Mena,58,23,1,68,10
Denilho Cleonise,58,18,1,80,22
Óscar Millán,58,19,0,75,17
Merveille Papela,58,19,2,76,18
Cesar Ibañez,58,20,1,70,12
Felipe Hernandez,58,22,0,68,10
Jorge Vieira,58,29,0,59,1
Ariel Cáceres,58,20,0,73,15
Omar Labrador,58,28,0,58,0
Yalçin Kayan,58,21,2,69,11
Luis Castillo,58,20,1,75,17
Zak Ruggiero,58,19,1,71,13
Edvard Sandvik Tagseth,58,19,0,74,16
Soner Dikmen,58,26,0,60,2
Giuseppe D'Anca,58,20,0,74,16
Ronan Darcy,58,19,0,78,20
Kostas Stamoulis,58,19,1,72,14
Konstantinos Tzolakis,58,17,2,78,20
Guillermo Murillo,58,24,0,65,7
Anil Gözütok,58,19,0,68,10
Mohammed Al Dawsari,58,21,1,66,8
Anton Rücker,58,19,2,66,8
Arnold López,58,25,0,62,4
Jacob Gardiner-Smith,58,23,0,67,9
Milan Radin,58,29,0,58,0
Omesh Patla,58,27,3,59,1
Chapal Palan,58,29,1,58,0
Amanpreet Varkay,58,34,1,58,0
Palkesh Nagarajan,58,30,0,59,1
Taranjot Agarwal,58,34,0,58,0
Fabian Greilinger,58,19,0,76,18
Armin Gigovic,58,18,0,70,12
Frederik Jäkel,58,19,3,70,12
Kai Klefisch,58,20,1,68,10
Piotr Krawczyk,58,25,0,63,5
Josh Martin,58,18,4,74,16
Omer Hanin,58,22,1,70,12
Paul-Philipp Besong,58,19,0,77,19
Lee Gwang Yeon,58,20,1,72,14
Jordi van Stappershoef,58,24,0,61,3
Ismet Lushaku,58,19,2,70,12
Maciej Wolski,58,23,1,64,6
Maximilian Zaiser,58,21,1,71,13
Marcel Hoffmeier,58,21,0,73,15
Brandon Aveiro,58,18,2,77,19
Mathieu Troonbeeckx,58,22,1,65,7
Kastriot Imeri,58,20,1,76,18
Nurettin Korkmaz,58,18,1,75,17
Malcolm Barcola,58,21,0,74,16
Tino Anjorin,58,18,5,80,22
Ian Maatsen,58,18,8,80,22
Andrei Sîntean,58,21,0,71,13
Cristóbal Marín,58,26,0,61,3
Diedie Traore,58,21,0,68,10
Sam Tillmanson,58,33,1,58,0
Guo Wei,58,31,0,58,0
Juan Sebastián Serrano,58,21,0,72,14
Lee Buchanan,58,19,2,75,17
Yushi Mizobuchi,58,26,0,62,4
